    mass_H2O	        totU	     totAcid	     totBase	          pH	        U_aq	         U_s	        U_sc	        U_ex	        Kd_s	       Kd_sc	       Kd_ex	metaschoepite	
     1.00003	  1.5045e-09	  3.7042e-03	  1.0000e-09	  2.5494e+00	  1.4008e-09	  1.0366e-10	  5.0693e-12	  9.8587e-11	  7.4000e+01	  3.6189e+00	  7.0381e+01	           0	
     1.00005	  2.2053e-09	  1.0000e-09	  2.0662e-03	  1.1175e+01	  9.3125e-11	  2.1122e-09	  2.1122e-09	  6.1718e-25	  2.2681e+04	  2.2681e+04	  6.6274e-12	           0	
     0.99995	  6.9246e-04	  1.0000e-09	  1.1270e-02	  1.1878e+01	  6.9049e-04	  2.0000e-06	  2.0000e-06	  1.7264e-20	  2.8966e+00	  2.8966e+00	  2.5003e-14	           0	
    0.999992	  1.3963e-09	  7.9169e-03	  1.0000e-09	  2.2156e+00	  1.3042e-09	  9.2171e-11	  1.0079e-12	  9.1163e-11	  7.0673e+01	  7.7278e-01	  6.9900e+01	           0	
      0.9999	  1.2630e-07	  1.8101e-02	  1.0000e-09	  1.8566e+00	  1.1817e-07	  8.1424e-09	  1.7032e-11	  8.1254e-09	  6.8903e+01	  1.4413e-01	  6.8759e+01	           0	
    0.999934	  2.9638e-04	  1.0000e-09	  1.3869e-02	  1.1995e+01	  2.9440e-04	  1.9989e-06	  1.9989e-06	  2.6926e-21	  6.7897e+00	  6.7897e+00	  9.1462e-15	           0	
    0.999914	  1.7730e-06	  1.0000e-09	  1.6659e-02	  1.2090e+01	  4.2880e-07	  1.3442e-06	  1.3442e-06	  1.7053e-24	  3.1348e+03	  3.1348e+03	  3.9768e-15	           0	
    0.999933	  1.6247e-09	  1.0000e-09	  1.4625e-02	  1.2034e+01	  1.4242e-10	  1.4823e-09	  1.4823e-09	  9.3746e-28	  1.0407e+04	  1.0407e+04	  6.5822e-15	           0	
    0.999992	  5.5673e-04	  1.0000e-09	  6.9399e-03	  1.1658e+01	  5.5473e-04	  2.0009e-06	  2.0009e-06	  8.5251e-20	  3.6070e+00	  3.6070e+00	  1.5368e-13	           0	
     1.00005	  1.3063e-03	  3.9328e-03	  1.0000e-09	  3.0102e+00	  1.2397e-03	  6.6513e-05	  3.5512e-06	  6.2962e-05	  5.3652e+01	  2.8645e+00	  5.0787e+01	           0	
    0.999999	  4.1426e-07	  1.0000e-09	  7.2637e-03	  1.1730e+01	  3.0967e-08	  3.8329e-07	  3.8329e-07	  2.7425e-24	  1.2377e+04	  1.2377e+04	  8.8563e-14	           0	
     1.00005	  2.1828e-08	  1.0000e-09	  1.5785e-03	  1.1054e+01	  8.9017e-10	  2.0938e-08	  2.0938e-08	  1.4391e-23	  2.3521e+04	  2.3521e+04	  1.6167e-11	           0	
    0.999952	  1.2375e-08	  1.2351e-02	  1.0000e-09	  2.0220e+00	  1.1569e-08	  8.0642e-10	  3.6257e-12	  8.0279e-10	  6.9706e+01	  3.1340e-01	  6.9393e+01	           0	
     1.00001	  5.3267e-07	  6.0125e-03	  1.0000e-09	  2.3361e+00	  4.9714e-07	  3.5525e-08	  6.7158e-10	  3.4854e-08	  7.1460e+01	  1.3509e+00	  7.0109e+01	           0	
    0.999919	  3.1003e-08	  1.5949e-02	  1.0000e-09	  1.9113e+00	  2.9000e-08	  2.0062e-09	  5.4074e-12	  2.0008e-09	  6.9180e+01	  1.8646e-01	  6.8994e+01	           0	
    0.999913	  1.5669e-08	  1.6667e-02	  1.0000e-09	  1.8923e+00	  1.4658e-08	  1.0126e-09	  2.4989e-12	  1.0101e-09	  6.9086e+01	  1.7049e-01	  6.8916e+01	           0	
    0.999952	  1.3865e-04	  1.2645e-02	  1.0000e-09	  2.0216e+00	  1.2997e-04	  8.6946e-06	  3.9866e-08	  8.6547e-06	  6.6899e+01	  3.0674e-01	  6.6592e+01	           0	
    0.999941	  1.0935e-04	  1.0000e-09	  1.3514e-02	  1.1994e+01	  1.0735e-04	  1.9967e-06	  1.9967e-06	  1.0021e-21	  1.8599e+01	  1.8599e+01	  9.3345e-15	           0	
     1.00003	  3.5985e-06	  1.0000e-09	  3.2727e-03	  1.1379e+01	  1.7069e-06	  1.8916e-06	  1.8916e-06	  2.4325e-21	  1.1082e+03	  1.1082e+03	  1.4251e-12	           0	
     1.00003	  1.6437e-05	  3.4246e-03	  1.0000e-09	  2.5885e+00	  1.5301e-05	  1.1363e-06	  6.4340e-08	  1.0719e-06	  7.4262e+01	  4.2051e+00	  7.0057e+01	           0	
    0.999961	  2.3154e-03	  1.5909e-02	  1.0000e-09	  2.0631e+00	  2.2212e-03	  9.4297e-05	  6.0496e-07	  9.3692e-05	  4.2454e+01	  2.7236e-01	  4.2182e+01	           0	
    0.999947	  1.2551e-03	  1.0000e-09	  1.0551e-02	  1.1809e+01	  1.2532e-03	  2.0011e-06	  2.0011e-06	  5.4103e-20	  1.5968e+00	  1.5968e+00	  4.3172e-14	           0	
    0.999904	  3.4266e-05	  1.0000e-09	  1.7780e-02	  1.2116e+01	  3.2283e-05	  1.9866e-06	  1.9866e-06	  1.0062e-22	  6.1536e+01	  6.1536e+01	  3.1168e-15	           0	
    0.999905	  3.3109e-06	  1.0000e-09	  1.7663e-02	  1.2115e+01	  1.5565e-06	  1.7546e-06	  1.7546e-06	  4.9259e-24	  1.1273e+03	  1.1273e+03	  3.1648e-15	           0	
    0.999967	  8.0590e-06	  1.0000e-09	  1.0780e-02	  1.1901e+01	  6.1101e-06	  1.9491e-06	  1.9491e-06	  1.2814e-22	  3.1899e+02	  3.1899e+02	  2.0972e-14	           0	
    0.999992	  1.2193e-05	  7.9423e-03	  1.0000e-09	  2.2155e+00	  1.1392e-05	  8.0206e-07	  8.7654e-09	  7.9329e-07	  7.0408e+01	  7.6946e-01	  6.9639e+01	           0	
     1.00004	  1.5811e-05	  1.0000e-09	  2.8449e-03	  1.1315e+01	  1.3824e-05	  1.9867e-06	  1.9867e-06	  3.2179e-20	  1.4371e+02	  1.4371e+02	  2.3278e-12	           0	
    0.999937	  7.6782e-09	  1.3964e-02	  1.0000e-09	  1.9688e+00	  7.1800e-09	  4.9870e-10	  1.7540e-12	  4.9694e-10	  6.9457e+01	  2.4428e-01	  6.9213e+01	           0	
    0.999997	  1.1435e-06	  7.3396e-03	  1.0000e-09	  2.2488e+00	  1.0679e-06	  7.5653e-08	  9.6247e-10	  7.4691e-08	  7.0844e+01	  9.0129e-01	  6.9943e+01	           0	
    0.999996	  8.9119e-06	  7.4966e-03	  1.0000e-09	  2.2405e+00	  8.3241e-06	  5.8788e-07	  7.1964e-09	  5.8068e-07	  7.0624e+01	  8.6453e-01	  6.9760e+01	           0	
    0.999915	  8.3998e-07	  1.0000e-09	  1.6632e-02	  1.2089e+01	  1.1805e-07	  7.2194e-07	  7.2194e-07	  4.7233e-25	  6.1158e+03	  6.1158e+03	  4.0012e-15	           0	
     1.00003	  3.8376e-06	  4.0883e-03	  1.0000e-09	  2.5066e+00	  3.5757e-06	  2.6179e-07	  1.0572e-08	  2.5122e-07	  7.3213e+01	  2.9567e+00	  7.0256e+01	           0	
     1.00005	  4.7567e-09	  1.0000e-09	  1.3163e-03	  1.0971e+01	  1.8781e-10	  4.5689e-09	  4.5689e-09	  5.5298e-24	  2.4328e+04	  2.4328e+04	  2.9444e-11	           0	
    0.999974	  1.8891e-09	  1.0000e-09	  1.0045e-02	  1.1871e+01	  1.3490e-10	  1.7542e-09	  1.7542e-09	  3.6642e-27	  1.3003e+04	  1.3003e+04	  2.7162e-14	           0	
    0.999965	  3.3767e-03	  1.7671e-02	  1.0000e-09	  2.0779e+00	  3.2581e-03	  1.1878e-04	  8.2259e-07	  1.1796e-04	  3.6459e+01	  2.5248e-01	  3.6206e+01	           0	
    0.999921	  1.5097e-08	  1.0000e-09	  1.5911e-02	  1.2070e+01	  1.3992e-09	  1.3698e-08	  1.3698e-08	  6.6495e-27	  9.7902e+03	  9.7902e+03	  4.7525e-15	           0	
     1.00003	  3.5793e-08	  1.0000e-09	  4.3424e-03	  1.1505e+01	  1.8412e-09	  3.3952e-08	  3.3952e-08	  9.9465e-25	  1.8440e+04	  1.8440e+04	  5.4021e-13	           0	
    0.999929	  2.3759e-05	  1.0000e-09	  1.4938e-02	  1.2042e+01	  2.1778e-05	  1.9823e-06	  1.9823e-06	  1.3334e-22	  9.1022e+01	  9.1022e+01	  6.1226e-15	           0	
     1.00003	  1.1584e-04	  1.0000e-09	  3.9824e-03	  1.1450e+01	  1.1384e-04	  1.9991e-06	  1.9991e-06	  9.3784e-20	  1.7561e+01	  1.7561e+01	  8.2383e-13	           0	
    0.999949	  3.6883e-05	  1.0000e-09	  1.2750e-02	  1.1972e+01	  3.4895e-05	  1.9900e-06	  1.9900e-06	  3.9419e-22	  5.7028e+01	  5.7028e+01	  1.1296e-14	           0	
     1.00001	  4.1029e-03	  1.4440e-02	  1.0000e-09	  2.3224e+00	  3.9695e-03	  1.3334e-04	  1.6269e-06	  1.3171e-04	  3.3591e+01	  4.0986e-01	  3.3181e+01	           0	
    0.999969	  1.6243e-03	  1.0000e-09	  7.3474e-03	  1.1598e+01	  1.6223e-03	  2.0046e-06	  2.0046e-06	  3.3889e-19	  1.2357e+00	  1.2357e+00	  2.0889e-13	           0	
     1.00001	  1.0006e-08	  1.0000e-09	  6.2494e-03	  1.1664e+01	  5.7899e-10	  9.4266e-09	  9.4266e-09	  8.7673e-26	  1.6281e+04	  1.6281e+04	  1.5143e-13	           0	
    0.999999	  1.2164e-06	  7.1140e-03	  1.0000e-09	  2.2625e+00	  1.1358e-06	  8.0562e-08	  1.0907e-09	  7.9472e-08	  7.0928e+01	  9.6023e-01	  6.9967e+01	           0	
     1.00002	  5.1201e-05	  1.0000e-09	  4.8521e-03	  1.1547e+01	  4.9204e-05	  1.9958e-06	  1.9958e-06	  1.8989e-20	  4.0561e+01	  4.0561e+01	  3.8593e-13	           0	
     1.00002	  4.2637e-03	  1.2847e-02	  1.0000e-09	  2.4827e+00	  4.1270e-03	  1.3662e-04	  2.1664e-06	  1.3445e-04	  3.3104e+01	  5.2494e-01	  3.2579e+01	           0	
    0.999935	  7.8264e-06	  1.4181e-02	  1.0000e-09	  1.9626e+00	  7.3199e-06	  5.0700e-07	  1.7353e-09	  5.0526e-07	  6.9263e+01	  2.3706e-01	  6.9026e+01	           0	
    0.999887	  9.0789e-05	  1.0000e-09	  1.9465e-02	  1.2153e+01	  8.8805e-05	  1.9948e-06	  1.9948e-06	  1.9704e-22	  2.2463e+01	  2.2463e+01	  2.2188e-15	           0	
     1.00004	  6.1340e-09	  1.0000e-09	  2.6664e-03	  1.1289e+01	  2.7320e-10	  5.8608e-09	  5.8608e-09	  7.7329e-25	  2.1452e+04	  2.1452e+04	  2.8305e-12	           0	
           1	  8.5760e-05	  6.9129e-03	  1.0000e-09	  2.2859e+00	  8.0204e-05	  5.5557e-06	  8.2631e-08	  5.4731e-06	  6.9270e+01	  1.0303e+00	  6.8239e+01	           0	
     0.99991	  4.0122e-04	  1.7738e-02	  1.0000e-09	  1.8856e+00	  3.7793e-04	  2.3323e-05	  6.0557e-08	  2.3263e-05	  6.1713e+01	  1.6023e-01	  6.1553e+01	           0	
    0.999909	  6.3519e-04	  1.0000e-09	  1.6009e-02	  1.2043e+01	  6.3325e-04	  1.9996e-06	  1.9996e-06	  3.7445e-21	  3.1576e+00	  3.1576e+00	  5.9132e-15	           0	
     0.99991	  1.7322e-05	  1.0000e-09	  1.7075e-02	  1.2100e+01	  1.5350e-05	  1.9727e-06	  1.9727e-06	  5.5743e-23	  1.2851e+02	  1.2851e+02	  3.6313e-15	           0	
    0.999972	  2.8284e-05	  1.0132e-02	  1.0000e-09	  2.1105e+00	  2.6446e-05	  1.8387e-06	  1.2458e-08	  1.8262e-06	  6.9525e+01	  4.7106e-01	  6.9054e+01	           0	
    0.999897	  5.0037e-06	  1.0000e-09	  1.8545e-02	  1.2136e+01	  3.1379e-06	  1.8661e-06	  1.8661e-06	  8.2026e-24	  5.9469e+02	  5.9469e+02	  2.6140e-15	           0	
    0.999856	  1.8668e-03	  1.0000e-09	  1.9430e-02	  1.2081e+01	  1.8651e-03	  2.0002e-06	  2.0002e-06	  7.5634e-21	  1.0724e+00	  1.0724e+00	  4.0552e-15	           0	
    0.999993	  1.0166e-07	  7.7753e-03	  1.0000e-09	  2.2235e+00	  9.4944e-08	  6.7141e-09	  7.6110e-11	  6.6380e-09	  7.0716e+01	  8.0162e-01	  6.9914e+01	           0	
    0.999971	  8.9755e-09	  1.0000e-09	  1.0321e-02	  1.1883e+01	  6.5184e-10	  8.3237e-09	  8.3237e-09	  1.6011e-26	  1.2770e+04	  1.2770e+04	  2.4562e-14	           0	
    0.999891	  3.2823e-08	  1.0000e-09	  1.9272e-02	  1.2152e+01	  3.4495e-09	  2.9374e-08	  2.9374e-08	  7.7342e-27	  8.5154e+03	  8.5154e+03	  2.2421e-15	           0	
     1.00004	  2.9636e-09	  1.0000e-09	  3.0980e-03	  1.1356e+01	  1.3655e-10	  2.8271e-09	  2.8271e-09	  2.3329e-25	  2.0703e+04	  2.0703e+04	  1.7084e-12	           0	
     1.00003	  8.1916e-03	  1.3215e-02	  1.0000e-09	  3.9368e+00	  8.0128e-03	  1.7852e-04	  3.7934e-05	  1.4059e-04	  2.2280e+01	  4.7342e+00	  1.7545e+01	           0	
           1	  6.5673e-06	  6.6913e-03	  1.0000e-09	  2.2900e+00	  6.1319e-06	  4.3531e-07	  6.6724e-09	  4.2864e-07	  7.0990e+01	  1.0881e+00	  6.9902e+01	           0	
     1.00001	  7.1928e-05	  1.0000e-09	  5.4660e-03	  1.1598e+01	  6.9930e-05	  1.9970e-06	  1.9970e-06	  1.8052e-20	  2.8556e+01	  2.8556e+01	  2.5814e-13	           0	
     1.00006	  6.6749e-09	  1.0000e-09	  9.9934e-04	  1.0845e+01	  2.5588e-10	  6.4191e-09	  6.4191e-09	  1.8707e-23	  2.5086e+04	  2.5086e+04	  7.3108e-11	           0	
    0.999955	  8.4130e-05	  1.0000e-09	  1.1966e-02	  1.1942e+01	  8.2137e-05	  1.9959e-06	  1.9959e-06	  1.2071e-21	  2.4300e+01	  2.4300e+01	  1.4696e-14	           0	
     1.00003	  1.2501e-06	  4.1995e-03	  1.0000e-09	  2.4942e+00	  1.1650e-06	  8.5160e-08	  3.2635e-09	  8.1896e-08	  7.3101e+01	  2.8014e+00	  7.0300e+01	           0	
     1.00001	  9.6104e-09	  1.0000e-09	  5.6423e-03	  1.1620e+01	  5.3459e-10	  9.0758e-09	  9.0758e-09	  1.1611e-25	  1.6977e+04	  1.6977e+04	  2.1719e-13	           0	
    0.999906	  9.8871e-07	  1.7445e-02	  1.0000e-09	  1.8726e+00	  9.2500e-07	  6.3794e-08	  1.4374e-10	  6.3651e-08	  6.8967e+01	  1.5540e-01	  6.8812e+01	           0	
    0.999949	  3.1971e-03	  1.0000e-09	  1.6921e-04	  9.6725e+00	  1.1909e-04	  3.0780e-03	  3.1769e-06	  8.3382e-15	  2.5847e+04	  2.6677e+01	  7.0018e-08	  3.0748e-03	
     1.00001	  1.1581e-03	  8.6528e-03	  1.0000e-09	  2.3137e+00	  1.0997e-03	  5.8379e-05	  8.3726e-07	  5.7542e-05	  5.3087e+01	  7.6136e-01	  5.2325e+01	           0	
    0.999764	  9.9624e-03	  1.0000e-09	  1.3454e-02	  1.1625e+01	  9.9627e-03	  2.0124e-06	  2.0124e-06	  7.5092e-19	  2.0200e-01	  2.0200e-01	  7.5374e-14	           0	
     1.00006	  2.5056e-09	  1.0000e-09	  7.0779e-04	  1.0684e+01	  9.3145e-11	  2.4125e-09	  2.4125e-09	  2.1400e-23	  2.5900e+04	  2.5900e+04	  2.2975e-10	           0	
           1	  6.4283e-09	  1.0000e-09	  6.8891e-03	  1.1707e+01	  3.8643e-10	  6.0418e-09	  6.0418e-09	  4.1364e-26	  1.5635e+04	  1.5635e+04	  1.0704e-13	           0	
    0.999949	  3.7866e-08	  1.2658e-02	  1.0000e-09	  2.0114e+00	  3.5402e-08	  2.4660e-09	  1.0556e-11	  2.4554e-09	  6.9656e+01	  2.9818e-01	  6.9358e+01	           0	
    0.999927	  1.4745e-06	  1.0000e-09	  1.5216e-02	  1.2051e+01	  2.8759e-07	  1.1869e-06	  1.1869e-06	  1.6256e-24	  4.1272e+03	  4.1272e+03	  5.6523e-15	           0	
      0.9999	  2.9011e-05	  1.8201e-02	  1.0000e-09	  1.8556e+00	  2.7159e-05	  1.8550e-06	  3.8886e-09	  1.8512e-06	  6.8303e+01	  1.4318e-01	  6.8160e+01	           0	
     1.00006	  2.0679e-09	  1.0000e-09	  9.4784e-04	  1.0820e+01	  7.8704e-11	  1.9891e-09	  1.9891e-09	  6.8542e-24	  2.5274e+04	  2.5274e+04	  8.7089e-11	           0	
     0.99988	  1.2892e-03	  1.0000e-09	  1.7909e-02	  1.2066e+01	  1.2873e-03	  2.0000e-06	  2.0000e-06	  6.0824e-21	  1.5536e+00	  1.5536e+00	  4.7249e-15	           0	
     1.00004	  3.0804e-08	  2.7749e-03	  1.0000e-09	  2.6779e+00	  2.8600e-08	  2.2024e-09	  1.8679e-10	  2.0156e-09	  7.7006e+01	  6.5310e+00	  7.0475e+01	           0	
     1.00002	  1.1431e-05	  1.0000e-09	  4.6796e-03	  1.1536e+01	  9.4536e-06	  1.9772e-06	  1.9772e-06	  3.9861e-21	  2.0915e+02	  2.0915e+02	  4.2165e-13	           0	
    0.999935	  1.3263e-07	  1.0000e-09	  1.4365e-02	  1.2026e+01	  1.2167e-08	  1.2046e-07	  1.2046e-07	  8.5798e-26	  9.9007e+03	  9.9007e+03	  7.0518e-15	           0	
     1.00004	  8.1053e-09	  2.7214e-03	  1.0000e-09	  2.6866e+00	  7.5236e-09	  5.8141e-10	  5.1139e-11	  5.3027e-10	  7.7277e+01	  6.7971e+00	  7.0480e+01	           0	
     1.00004	  5.0723e-06	  2.1591e-03	  1.0000e-09	  2.7925e+00	  4.6912e-06	  3.8095e-07	  5.0611e-08	  3.3034e-07	  8.1207e+01	  1.0788e+01	  7.0418e+01	           0	
    0.999966	  4.2302e-04	  1.1605e-02	  1.0000e-09	  2.0823e+00	  3.9829e-04	  2.4746e-05	  1.5342e-07	  2.4592e-05	  6.2130e+01	  3.8519e-01	  6.1745e+01	           0	
    0.999965	  1.6796e-05	  1.0896e-02	  1.0000e-09	  2.0778e+00	  1.5704e-05	  1.0932e-06	  6.3685e-09	  1.0868e-06	  6.9612e+01	  4.0554e-01	  6.9206e+01	           0	
     1.00006	  2.4531e-05	  2.9048e-04	  1.0000e-09	  3.8697e+00	  2.0092e-05	  4.4377e-06	  3.0521e-06	  1.3856e-06	  2.2087e+02	  1.5191e+02	  6.8963e+01	           0	
    0.999969	  5.4117e-05	  1.0556e-02	  1.0000e-09	  2.0947e+00	  5.0629e-05	  3.4890e-06	  2.2056e-08	  3.4669e-06	  6.8912e+01	  4.3564e-01	  6.8477e+01	           0	
    0.999711	  9.8338e-03	  1.0000e-09	  2.3365e-04	  9.8485e+00	  1.7821e-04	  9.6556e-03	  2.7968e-06	  3.7017e-15	  5.4182e+04	  1.5694e+01	  2.0772e-08	  9.6528e-03	
    0.999995	  2.9706e-06	  7.5472e-03	  1.0000e-09	  2.2368e+00	  2.7744e-06	  1.9624e-07	  2.3637e-09	  1.9388e-07	  7.0732e+01	  8.5197e-01	  6.9880e+01	           0	
     1.00005	  1.0132e-03	  5.4681e-04	  1.0000e-09	  5.2505e+00	  9.7277e-04	  4.0417e-05	  3.7481e-05	  2.9359e-06	  4.1548e+01	  3.8530e+01	  3.0181e+00	           0	
     1.00005	  2.3722e-04	  2.0046e-03	  1.0000e-09	  2.9458e+00	  2.2105e-04	  1.6164e-05	  1.6324e-06	  1.4532e-05	  7.3124e+01	  7.3849e+00	  6.5739e+01	           0	
    0.999941	  2.9847e-04	  1.0000e-09	  1.3120e-02	  1.1971e+01	  2.9649e-04	  1.9989e-06	  1.9989e-06	  3.3727e-21	  6.7420e+00	  6.7420e+00	  1.1375e-14	           0	
    0.999884	  9.7537e-06	  1.9886e-02	  1.0000e-09	  1.8165e+00	  9.1294e-06	  6.2529e-07	  1.0881e-09	  6.2421e-07	  6.8492e+01	  1.1919e-01	  6.8373e+01	           0	
    0.999939	  1.8756e-06	  1.3817e-02	  1.0000e-09	  1.9735e+00	  1.7540e-06	  1.2179e-07	  4.3788e-10	  1.2136e-07	  6.9440e+01	  2.4965e-01	  6.9190e+01	           0	
     1.00003	  2.5788e-05	  3.3436e-03	  1.0000e-09	  2.6018e+00	  2.4005e-05	  1.7824e-06	  1.0523e-07	  1.6771e-06	  7.4250e+01	  4.3838e+00	  6.9866e+01	           0	
    0.999988	  1.2021e-08	  8.3576e-03	  1.0000e-09	  2.1919e+00	  1.1229e-08	  7.9208e-10	  7.7742e-12	  7.8431e-10	  7.0541e+01	  6.9236e-01	  6.9849e+01	           0	
    0.999915	  2.3256e-05	  1.6422e-02	  1.0000e-09	  1.8999e+00	  2.1764e-05	  1.4939e-06	  3.8390e-09	  1.4901e-06	  6.8642e+01	  1.7639e-01	  6.8465e+01	           0	
    0.999886	  1.1731e-05	  1.9724e-02	  1.0000e-09	  1.8201e+00	  1.0980e-05	  7.5184e-07	  1.3312e-09	  7.5051e-07	  6.8471e+01	  1.2123e-01	  6.8350e+01	           0	
    0.999917	  1.6175e-03	  1.0000e-09	  1.3156e-02	  1.1897e+01	  1.6157e-03	  2.0008e-06	  2.0008e-06	  3.2667e-20	  1.2384e+00	  1.2384e+00	  2.0219e-14	           0	
    0.999956	  7.5287e-05	  1.1991e-02	  1.0000e-09	  2.0404e+00	  7.0481e-05	  4.8091e-06	  2.3798e-08	  4.7853e-06	  6.8232e+01	  3.3765e-01	  6.7894e+01	           0	
     0.99992	  1.2026e-04	  1.0000e-09	  1.5825e-02	  1.2062e+01	  1.1827e-04	  1.9966e-06	  1.9966e-06	  6.0069e-22	  1.6882e+01	  1.6882e+01	  5.0789e-15	           0	
    0.999889	  4.8206e-06	  1.0000e-09	  1.9519e-02	  1.2158e+01	  2.9668e-06	  1.8541e-06	  1.8541e-06	  6.3337e-24	  6.2494e+02	  6.2494e+02	  2.1348e-15	           0	
    0.999976	  1.1210e-09	  9.6688e-03	  1.0000e-09	  2.1284e+00	  1.0475e-09	  7.3545e-11	  5.3957e-13	  7.3006e-11	  7.0213e+01	  5.1513e-01	  6.9698e+01	           0	
    0.999957	  3.9801e-05	  1.0000e-09	  1.1800e-02	  1.1938e+01	  3.7811e-05	  1.9912e-06	  1.9912e-06	  5.7373e-22	  5.2661e+01	  5.2661e+01	  1.5174e-14	           0	
    0.999888	  1.4584e-07	  1.0000e-09	  1.9639e-02	  1.2160e+01	  1.6251e-08	  1.2959e-07	  1.2959e-07	  3.3812e-26	  7.9745e+03	  7.9745e+03	  2.0806e-15	           0	
    0.999895	  4.9368e-09	  1.8701e-02	  1.0000e-09	  1.8425e+00	  4.6193e-09	  3.1796e-10	  6.2302e-13	  3.1733e-10	  6.8832e+01	  1.3487e-01	  6.8697e+01	           0	
    0.999999	  8.0010e-09	  7.1207e-03	  1.0000e-09	  2.2619e+00	  7.4709e-09	  5.3006e-10	  7.1588e-12	  5.2291e-10	  7.0951e+01	  9.5822e-01	  6.9992e+01	           0	
     1.00001	  1.3814e-08	  5.5802e-03	  1.0000e-09	  2.3687e+00	  1.2890e-08	  9.2472e-10	  2.0261e-11	  9.0446e-10	  7.1742e+01	  1.5719e+00	  7.0170e+01	           0	
    0.999909	  3.7275e-06	  1.7091e-02	  1.0000e-09	  1.8816e+00	  3.4873e-06	  2.4047e-07	  5.6524e-10	  2.3990e-07	  6.8955e+01	  1.6208e-01	  6.8793e+01	           0	
     1.00006	  2.5403e-07	  1.0000e-09	  8.5857e-04	  1.0774e+01	  1.0844e-08	  2.4319e-07	  2.4319e-07	  1.3118e-21	  2.2427e+04	  2.2427e+04	  1.2097e-10	           0	
    0.999963	  1.3234e-09	  1.1123e-02	  1.0000e-09	  2.0675e+00	  1.2370e-09	  8.6489e-11	  4.7949e-13	  8.6010e-11	  6.9920e+01	  3.8763e-01	  6.9532e+01	           0	
     1.00001	  1.4467e-07	  1.0000e-09	  6.0882e-03	  1.1653e+01	  8.8138e-09	  1.3586e-07	  1.3586e-07	  1.4641e-24	  1.5414e+04	  1.5414e+04	  1.6611e-13	           0	
    0.999987	  5.7161e-03	  1.9801e-02	  1.0000e-09	  2.1948e+00	  5.5595e-03	  1.5674e-04	  1.4554e-06	  1.5528e-04	  2.8193e+01	  2.6179e-01	  2.7931e+01	           0	
    0.999854	  4.5611e-03	  1.0000e-09	  1.4265e-02	  1.1801e+01	  4.5598e-03	  2.0039e-06	  2.0039e-06	  1.5895e-19	  4.3948e-01	  4.3948e-01	  3.4859e-14	           0	
     1.00001	  5.4264e-04	  6.5024e-03	  1.0000e-09	  2.3821e+00	  5.1117e-04	  3.1458e-05	  6.1696e-07	  3.0841e-05	  6.1540e+01	  1.2070e+00	  6.0333e+01	           0	
     0.99995	  8.0770e-09	  1.0000e-09	  1.2728e-02	  1.1974e+01	  6.5581e-10	  7.4212e-09	  7.4212e-09	  7.3373e-27	  1.1316e+04	  1.1316e+04	  1.1188e-14	           0	
     1.00005	  2.8054e-07	  1.0090e-03	  1.0000e-09	  3.1403e+00	  2.4963e-07	  3.0904e-08	  1.3298e-08	  1.7607e-08	  1.2380e+02	  5.3270e+01	  7.0533e+01	           0	
     1.00001	  1.4895e-05	  1.0000e-09	  5.9469e-03	  1.1641e+01	  1.2913e-05	  1.9817e-06	  1.9817e-06	  2.3576e-21	  1.5346e+02	  1.5346e+02	  1.8258e-13	           0	
     0.99996	  3.3866e-07	  1.1482e-02	  1.0000e-09	  2.0537e+00	  3.1657e-07	  2.2111e-08	  1.1507e-10	  2.1996e-08	  6.9848e+01	  3.6351e-01	  6.9484e+01	           0	
     1.00004	  2.3653e-08	  2.7365e-03	  1.0000e-09	  2.6841e+00	  2.1957e-08	  1.6951e-09	  1.4756e-10	  1.5475e-09	  7.7199e+01	  6.7202e+00	  7.0479e+01	           0	
     1.00005	  4.0459e-04	  1.0000e-09	  5.8212e-04	  1.0349e+01	  4.0235e-04	  2.2230e-06	  2.2230e-06	  3.1861e-16	  5.5250e+00	  5.5250e+00	  7.9188e-10	           0	
    0.999949	  3.2898e-08	  1.2637e-02	  1.0000e-09	  2.0121e+00	  3.0757e-08	  2.1425e-09	  9.2017e-12	  2.1333e-09	  6.9659e+01	  2.9917e-01	  6.9360e+01	           0	
    0.999985	  1.9235e-05	  8.7451e-03	  1.0000e-09	  2.1741e+00	  1.7976e-05	  1.2589e-06	  1.1394e-08	  1.2476e-06	  7.0033e+01	  6.3385e-01	  6.9399e+01	           0	
     1.00004	  7.5401e-06	  1.0000e-09	  2.1308e-03	  1.1187e+01	  5.5709e-06	  1.9689e-06	  1.9689e-06	  3.3773e-20	  3.5342e+02	  3.5342e+02	  6.0624e-12	           0	
     1.00006	  7.6560e-08	  1.0000e-09	  6.1965e-04	  1.0621e+01	  2.9213e-09	  7.3639e-08	  7.3639e-08	  1.0479e-21	  2.5208e+04	  2.5208e+04	  3.5870e-10	           0	
    0.999993	  1.2147e-09	  1.0000e-09	  7.8783e-03	  1.1765e+01	  7.7222e-11	  1.1375e-09	  1.1375e-09	  5.1022e-27	  1.4730e+04	  1.4730e+04	  6.6072e-14	           0	
     0.99983	  3.8368e-03	  1.0000e-09	  1.8382e-02	  1.1966e+01	  3.8355e-03	  2.0014e-06	  2.0014e-06	  3.8538e-20	  5.2182e-01	  5.2182e-01	  1.0048e-14	           0	
